"","year","month","CGOA_prod_Ph","PhL_biom","PhS_biom","Mean_month_chloa","Mean_SD"
"64",1985,4,254.996618106357,2.51602466842433,2.38346896407104,NA,NA
"65",1985,5,202.291370375707,2.00154042877609,2.18340024803899,NA,NA
"66",1985,6,197.121936597628,1.83123891504129,2.1056141866623,NA,NA
"67",1985,7,190.992003052799,1.65566586499312,1.8916578944941,NA,NA
"68",1985,8,167.894162953728,1.49379015017329,1.76852634097178,NA,NA
"69",1985,9,149.221453476347,1.3994552887581,1.58366886222061,NA,NA
"70",1985,10,90.7944246526594,1.2545090052745,1.4120781155686,NA,NA
"71",1985,11,40.2446777716183,1.11899032200268,1.18452805278019,NA,NA
"72",1985,12,8.79906678215942,0.857936139343047,0.984986288793282,NA,NA
"73",1986,1,15.1189583036912,0.966632904123555,1.31917073910503,NA,NA
"74",1986,2,70.4627419920302,1.54765351187946,1.99487215995305,NA,NA
"75",1986,3,161.070392676978,2.11791057669148,2.2623168084778,NA,NA
"76",1986,4,242.189873891381,2.32333059214893,2.1678498790772,NA,NA
"77",1986,5,233.076631302567,2.12883062953438,2.33883413486172,NA,NA
"78",1986,6,174.869562597373,1.69196357579948,2.01267410989122,NA,NA
"79",1986,7,175.152720971477,1.60329893886437,1.91643292304428,NA,NA
"80",1986,8,159.557321071875,1.44380217663936,1.69667105731976,NA,NA
"81",1986,9,170.63895944525,1.42712181211447,1.59959906006379,NA,NA
"82",1986,10,96.5885929802956,1.23065418803832,1.35371698201151,NA,NA
"83",1986,11,58.7801319840736,1.19631999855091,1.29503508853221,NA,NA
"84",1986,12,10.3841310354225,0.80307010718466,0.840277342697799,NA,NA
"85",1987,1,16.940080321421,0.977817806618781,1.27572151962726,NA,NA
"86",1987,2,80.0180722235797,1.5342917911471,1.94951647456933,NA,NA
"87",1987,3,139.990360246799,1.91122408560035,2.06597511439698,NA,NA
"88",1987,4,267.174374570114,2.45447311783183,2.15095351854371,NA,NA
"89",1987,5,234.68883474449,2.06005764236165,2.21384941931096,NA,NA
"90",1987,6,220.970487850813,1.87513839577665,2.12328732537277,NA,NA
"91",1987,7,188.718567572759,1.65075002381239,1.91099461349642,NA,NA
"92",1987,8,164.370253134856,1.46501793039896,1.7318804976732,NA,NA
"93",1987,9,176.17535023179,1.45678790657033,1.66534347246282,NA,NA
"94",1987,10,119.313837609547,1.34915157401274,1.49646007502189,NA,NA
"95",1987,11,41.1385893376621,1.09348633893472,1.19456923366621,NA,NA
"96",1987,12,8.68657202415595,0.810109891534707,1.0108651463223,NA,NA
"97",1988,1,10.85126905527,0.782603867324289,1.14688981159375,NA,NA
"98",1988,2,69.0610787433133,1.36023492079497,1.77529931385674,NA,NA
"99",1988,3,172.272473149969,2.04678228450947,2.23403748572165,NA,NA
"100",1988,4,205.809431843343,2.19659641918115,2.15105427725366,NA,NA
"101",1988,5,206.965678181235,1.96494432918033,2.2218991630112,NA,NA
"102",1988,6,180.919412018511,1.70390696904247,2.01944868634194,NA,NA
"103",1988,7,170.235583049767,1.60496705727739,1.93616860291741,NA,NA
"104",1988,8,154.105646973028,1.4721795728009,1.71259800689431,NA,NA
"105",1988,9,132.100413026234,1.34840910137609,1.49852393043476,NA,NA
"106",1988,10,99.232212786649,1.2768515938494,1.40600452815108,NA,NA
"107",1988,11,31.2673236239136,1.07701119477837,1.23033535582956,NA,NA
"108",1988,12,13.0333997266224,0.971904703295112,1.26197133641855,NA,NA
"109",1989,1,8.24767127966171,0.861240597593007,1.25706803799783,NA,NA
"110",1989,2,48.3449552303008,1.3090953836302,1.71440826754603,NA,NA
"111",1989,3,178.851764137355,2.14001218010102,2.32037377720556,NA,NA
"112",1989,4,217.446393642164,2.27124648118993,2.27128872908676,NA,NA
"113",1989,5,233.320632025402,2.09880968374212,2.39623051145903,NA,NA
"114",1989,6,164.754128705318,1.66491139576235,1.97763395924847,NA,NA
"115",1989,7,148.802507711355,1.5415570362275,1.83061280467153,NA,NA
"116",1989,8,119.649867368404,1.34876955055626,1.64904554894631,NA,NA
"117",1989,9,109.204767685667,1.30052066750222,1.50926901382448,NA,NA
"118",1989,10,82.0275310871582,1.29670632135851,1.41256030047199,NA,NA
"119",1989,11,41.8762541963495,1.19124829166921,1.18133550887321,NA,NA
"120",1989,12,12.9468476744406,1.01173020030133,1.04686991733418,NA,NA
"121",1990,1,12.3736950873415,1.01989875344882,1.27722663525288,NA,NA
"122",1990,2,81.6964676103626,1.71403818482958,2.09128824741027,NA,NA
"123",1990,3,152.204771700812,1.9304365018813,1.99253570362291,NA,NA
"124",1990,4,281.195257733905,2.5031516145078,2.25352251183909,NA,NA
"125",1990,5,194.643805304305,2.01805464963577,2.10135167311072,NA,NA
"126",1990,6,201.040578959265,1.89462221068795,2.00885324621202,NA,NA
"127",1990,7,179.542189082076,1.68945566221578,1.8720621993076,NA,NA
"128",1990,8,189.192664327387,1.61474660133027,1.78104654695765,NA,NA
"129",1990,9,185.662493690291,1.53519143034669,1.56795785527164,NA,NA
"130",1990,10,151.724352545677,1.47728437482364,1.49852072064495,NA,NA
"131",1990,11,63.1846175706117,1.18482009214661,1.20927193537621,NA,NA
"132",1990,12,14.0513062707122,0.927325446179637,1.02593103076371,NA,NA
"133",1991,1,15.6632513826248,1.01198947726123,1.36476016526634,NA,NA
"134",1991,2,60.0942358301926,1.58888302243592,1.99068182643676,NA,NA
"135",1991,3,195.562652690289,2.20227969459858,2.24996646634551,NA,NA
"136",1991,4,219.993745426454,2.16709878300511,2.11565160524089,NA,NA
"137",1991,5,190.938693505143,1.95537878931686,2.21179537797652,NA,NA
"138",1991,6,163.473003965808,1.69876900609925,2.0638755719231,NA,NA
"139",1991,7,165.160700677434,1.56371420500259,1.9222806749875,NA,NA
"140",1991,8,170.526845137858,1.48525588566394,1.7879803372073,NA,NA
"141",1991,9,117.346841416562,1.22278567741394,1.43108660065031,NA,NA
"142",1991,10,124.808031314183,1.32150927809135,1.43395577841211,NA,NA
"143",1991,11,42.8976653700242,1.0269727917734,1.10478886091206,NA,NA
"144",1991,12,12.1333550783822,0.967497027838623,1.22010688004222,NA,NA
"145",1992,1,15.8476016901301,1.02576907022274,1.32727461771143,NA,NA
"146",1992,2,70.569434430257,1.62999855252788,2.07443918407572,NA,NA
"147",1992,3,168.001070163402,2.2091575486099,2.31195199045228,NA,NA
"148",1992,4,268.758628903118,2.58368309294317,2.48448982901318,NA,NA
"149",1992,5,207.214841993137,2.08615204515285,2.22032102765007,NA,NA
"150",1992,6,205.440835108909,1.8850167214964,2.24308505215234,NA,NA
"151",1992,7,136.010497725128,1.47834261678205,1.94869137741343,NA,NA
"152",1992,8,138.199264317667,1.38782133916905,1.79457484803142,NA,NA
"153",1992,9,128.128053640117,1.36590732878081,1.53820636713352,NA,NA
"154",1992,10,130.939430768233,1.41608264508949,1.49586869084075,NA,NA
"155",1992,11,39.0556536046156,1.06063635922422,1.09454994597816,NA,NA
"156",1992,12,7.55032125974056,0.878531979436074,1.02695106556744,NA,NA
"157",1993,1,16.1559810357128,0.935248111208394,1.30974467986723,NA,NA
"158",1993,2,70.2643700377847,1.53327092252637,2.19745415514161,NA,NA
"159",1993,3,174.957724302568,2.25039417910314,2.34757013364373,NA,NA
"160",1993,4,249.74860764022,2.51016493089177,2.4548035303573,NA,NA
"161",1993,5,223.598452001053,2.19040645422182,2.40467733112414,NA,NA
"162",1993,6,192.894949081042,1.84787920341198,2.11733243553809,NA,NA
"163",1993,7,178.638810505022,1.68715228041507,1.94412045773679,NA,NA
"164",1993,8,173.770456158046,1.57827649384396,1.79662888094801,NA,NA
"165",1993,9,149.565250562952,1.42361669768262,1.60111425048501,NA,NA
"166",1993,10,108.798760799074,1.39832102575474,1.46612224074114,NA,NA
"167",1993,11,43.9552201687476,1.10886885682921,1.11061293380386,NA,NA
"168",1993,12,16.5806966782964,0.954099923825175,1.02598795692731,NA,NA
"169",1994,1,13.3187681692048,1.12035889756505,1.48803177076963,NA,NA
"170",1994,2,49.2845414328675,1.50917006298145,2.0168966694529,NA,NA
"171",1994,3,190.092979232054,2.22313679523216,2.35693847224833,NA,NA
"172",1994,4,259.911546363935,2.38163324833086,2.15660727488117,NA,NA
"173",1994,5,235.272980759679,2.13635959910089,2.27797658868028,NA,NA
"174",1994,6,222.428050753278,1.96139881948069,2.11737465288934,NA,NA
"175",1994,7,178.260096633847,1.66405375531613,1.93384693230502,NA,NA
"176",1994,8,182.770587532815,1.60726442877126,1.87376210783261,NA,NA
"177",1994,9,169.841934059564,1.51795776642589,1.67395311941627,NA,NA
"178",1994,10,145.183621041747,1.47608180309052,1.53460590012628,NA,NA
"179",1994,11,51.7033936645819,1.24813081625545,1.31918654594295,NA,NA
"180",1994,12,8.72919240041288,0.861966191441562,1.0352357142165,NA,NA
"181",1995,1,17.1720400565104,1.04769299443904,1.41983113801358,NA,NA
"182",1995,2,55.6664310749669,1.55678702548075,2.02162985893631,NA,NA
"183",1995,3,189.712102143096,2.3541003630329,2.64994091898848,NA,NA
"184",1995,4,272.480622184529,2.65671350483361,2.53045467044011,NA,NA
"185",1995,5,218.184666610228,2.07058254725869,2.31734434569663,NA,NA
"186",1995,6,230.032183072879,2.01935347925327,2.30519444316844,NA,NA
"187",1995,7,183.347223708745,1.74050669327804,2.0177587768345,NA,NA
"188",1995,8,153.727227212587,1.52667936383768,1.76453657333099,NA,NA
"189",1995,9,166.334540303956,1.48420989081739,1.59725381585568,NA,NA
"190",1995,10,117.277056322902,1.44787984986842,1.50882405564877,NA,NA
"191",1995,11,54.6003060379026,1.24053401723793,1.25603916366859,NA,NA
"192",1995,12,10.5756751958052,0.916413150767973,0.999804143312208,NA,NA
"193",1996,1,16.5724458033333,0.979977117491919,1.17832960430089,NA,NA
"194",1996,2,68.6773618838215,1.59832929754581,2.06261699760303,NA,NA
"195",1996,3,216.810351299083,2.51610854565972,2.58100376248846,NA,NA
"196",1996,4,286.660177784098,2.66197605234604,2.44966935506415,NA,NA
"197",1996,5,234.453193728188,2.16689865282734,2.35135039606694,NA,NA
"198",1996,6,220.772294668623,2.01788281278033,2.18578400575219,NA,NA
"199",1996,7,207.403473443083,1.85856110323112,2.02662808593415,NA,NA
"200",1996,8,170.775019841211,1.63264744276758,1.78431122810081,NA,NA
"201",1996,9,168.225620289173,1.59171908443064,1.6538453755897,NA,NA
"202",1996,10,91.6414587169782,1.3318645442221,1.35233367413703,NA,NA
"203",1996,11,70.5174994287569,1.25956871927122,1.30216305926005,NA,NA
"204",1996,12,8.2592298760032,0.882914833674066,1.0512813595744,NA,NA
"205",1997,1,12.3166896383181,0.864535994928777,1.33833953703078,NA,NA
"206",1997,2,55.2320626599648,1.48893134277936,2.13452853443683,0.812930238,NA
"207",1997,3,130.807752917839,2.03076635269929,2.38947411199867,1.119581191,NA
"208",1997,4,275.523644156565,2.77841647771974,2.52585328394609,4.189132063,NA
"209",1997,5,204.109476847526,1.99388100326099,2.26010602776139,1.866216747,NA
"210",1997,6,210.385441317978,1.89506126470249,2.27160340285863,1.662130183,NA
"211",1997,7,171.608975068207,1.63755876727464,2.03470553435225,1.317942984,NA
"212",1997,8,152.045375487113,1.50521313720493,1.78972363284362,1.526783207,NA
"213",1997,9,125.50174200739,1.44775503361948,1.56259911393827,2.54166225,0.53032975
"214",1997,10,122.541366515218,1.49093636647236,1.54923191645912,2.43567975,0.3021155
"215",1997,11,47.1990368796276,1.18646563760277,1.20281853322264,2.035418042,NA
"216",1997,12,8.19985841402185,0.778690038093558,0.850062962912109,0.746490299,NA
"217",1998,1,16.2269924673494,0.913384583362359,1.2832600797658,0.746490299,NA
"218",1998,2,66.6276206142643,1.65944533285642,2.06777615348336,0.746490299,NA
"219",1998,3,181.571111738508,2.06170167509215,2.17367280017988,1.635156333,0.0935555
"220",1998,4,287.699294905964,2.43926585825596,2.39986078561672,2.72514925,0.48373775
"221",1998,5,197.944118614685,1.89032010922861,2.22784861770256,2.125677333,0.491305333
"222",1998,6,180.585097784848,1.71881796788941,2.00809495755277,2.19538075,0.41147825
"223",1998,7,168.25680739427,1.58173182270564,1.84219796273837,1.890931667,0.273775778
"224",1998,8,170.489815494644,1.4990132862644,1.72661298036975,2.683696909,0.579055273
"225",1998,9,157.795369417693,1.4138157880483,1.53773428492959,2.727965,0.56142625
"226",1998,10,118.284506980238,1.4265812613847,1.45353643985005,2.889093,0.308109
"227",1998,11,61.2471845013505,1.26903666648123,1.2454234812153,2.0587705,NA
"228",1998,12,11.4606720552323,0.927732690109365,1.00321478805812,1.228448,NA
"229",1999,1,12.7998237412093,0.994381242607149,1.23331736261619,1.228448,NA
"230",1999,2,46.2032730390078,1.31779284755165,1.78219305050713,1.228448,0.032046
"231",1999,3,293.682540755458,3.02198651630325,2.39787154858235,1.170092556,0.04375
"232",1999,4,277.611583628037,2.61025585438367,2.24294730013006,3.590226125,0.916628875
"233",1999,5,212.835214428169,2.04581566383541,2.25274158118981,2.276728933,0.301120933
"234",1999,6,216.738750098791,1.88154576141581,2.11038780897391,2.3047334,0.2957683
"235",1999,7,181.943192136413,1.65695377926982,1.92033904236825,1.9717589,0.5096583
"236",1999,8,172.514243378747,1.51090959646519,1.71133087952041,1.820372714,0.265552714
"237",1999,9,147.192782417859,1.47854339994855,1.5575371551442,2.5661724,0.5803458
"238",1999,10,114.865138443273,1.43324578556751,1.45332993290628,3.085177086,NA
"239",1999,11,42.1443293337096,1.20519879660111,1.34077742373158,1.938118984,NA
"240",1999,12,5.84670742775864,0.887711322111126,1.16072625000047,0.791060882,NA
"241",2000,1,5.32672211208265,0.775864707406389,1.2455944105913,0.791060882,NA
"242",2000,2,50.5052178495146,1.46465591903567,2.48778726520511,0.791060882,NA
"243",2000,3,159.470169152416,2.17526280725557,2.46368038610369,1.824691667,0.4073055
"244",2000,4,253.051778876811,2.32033674493495,2.2789065345178,8.010793286,4.351909571
"245",2000,5,214.868584678261,1.85994270279906,2.22859878759514,3.717103714,1.023061071
"246",2000,6,211.003699934448,1.81136079459744,2.21198703583111,2.360179667,0.579381417
"247",2000,7,164.109059484842,1.51585214872724,1.87668189556161,1.9230446,0.416922
"248",2000,8,181.025722959145,1.46183289398462,1.8539801505085,1.816943545,0.164915727
"249",2000,9,148.225233432903,1.33842181130339,1.53136779950098,2.4502514,0.3956035
"250",2000,10,142.899885139208,1.41070149153302,1.51673561831554,3.3876975,0.340785
"251",2000,11,39.9346659311572,1.10535941854741,1.28171548608793,2.31503025,NA
"252",2000,12,10.3073873167082,0.855046537483641,1.05782979998954,1.242363,NA
"253",2001,1,15.9758324919515,1.02754875473578,1.47272962839391,1.242363,NA
"254",2001,2,48.1041506725938,1.62817170208285,2.0999786734989,1.242363,0.048097
"255",2001,3,191.000107129337,2.32731108417697,2.20238156650075,1.723714286,0.214457143
"256",2001,4,193.586750602911,2.01730917885947,2.123994613129,4.078391125,1.09926525
"257",2001,5,206.722085421874,1.89326185552683,2.24606001648743,3.29988725,0.882190125
"258",2001,6,142.140114275802,1.57583793013719,1.95328679946017,2.041168154,0.649478846
"259",2001,7,157.058050522568,1.56971203833266,1.87100123246,1.841367667,0.256076
"260",2001,8,128.31313151066,1.3855310638901,1.73204502321196,2.024588,0.3896446
"261",2001,9,116.529516192081,1.32686952070913,1.54888632675102,2.825308636,0.374784818
"262",2001,10,87.5959963321693,1.37575140712301,1.47623604711496,2.091392,0.158047
"263",2001,11,42.0137380606177,1.17760586008221,1.28883388751648,1.432942037,NA
"264",2001,12,5.09124334816384,0.841493442317679,1.11581379108873,0.774492073,NA
"265",2002,1,12.5960920547198,0.845593098954888,1.36237052448623,0.774492073,NA
"266",2002,2,54.3856210919971,1.51193834565343,2.36117220166673,0.774492073,NA
"267",2002,3,229.674983477048,2.50083557915237,2.53039302949525,1.56259525,0.19969455
"268",2002,4,231.749763945164,2.29557523054267,2.17367399850104,8.712814765,2.977423
"269",2002,5,182.071266322795,1.75877896094539,2.1439798499131,2.247879333,0.413529833
"270",2002,6,203.395598216603,1.72232406878115,2.2004467565984,2.675933875,0.333876375
"271",2002,7,161.826879253121,1.50215096664979,1.95193440749023,1.703460625,0.152589
"272",2002,8,146.42938974509,1.38104767315288,1.72542471599618,1.878179,0.226147
"273",2002,9,143.855426555912,1.31786355502338,1.5751485348293,2.365953429,0.209488429
"274",2002,10,96.5827721546164,1.21770995151369,1.39774732186118,2.5210745,0.2536385
"275",2002,11,49.7611293872479,1.11252346568974,1.21525666022065,1.899358703,NA
"276",2002,12,10.7566909491782,0.869588317201803,1.09413837732955,0.812930238,NA
"277",2003,1,15.8802358976376,0.876663247584036,1.31397005868975,0.812930238,NA
"278",2003,2,43.5983771541235,1.27009642268092,1.77649060009859,0.812930238,NA
"279",2003,3,228.33153549408,2.1571102582572,2.35170285976834,1.277642907,0.245433326
"280",2003,4,232.253675411331,2.31462109682885,2.44347018701064,3.954300545,1.452663636
"281",2003,5,192.877338995757,1.89495881710093,2.164732264061,2.426176773,0.675643955
"282",2003,6,216.014015343166,1.92137186396353,2.2673249935427,1.974365955,0.487898773
"283",2003,7,151.817638184833,1.54452394426515,1.97031560477514,1.322580962,0.298668192
"284",2003,8,137.087436568233,1.41177213816694,1.72870846542856,1.644104278,0.24855
"285",2003,9,152.405163781298,1.43544080906883,1.64108578206843,1.890600935,0.395130258
"286",2003,10,83.8656849572785,1.28044341484521,1.37593700186553,1.9030034,0.6159588
"287",2003,11,46.9593040865316,1.15838799221185,1.24833689421912,1.3494187,NA
"288",2003,12,11.1310969232728,0.844441176431052,0.952974478984323,0.795834,NA
"289",2004,1,7.82399763786676,0.842857485639096,1.13238716456999,0.795834,NA
"290",2004,2,37.5135334722474,1.28254445132107,1.90708970019403,0.795834,0.0411835
"291",2004,3,222.98074596124,2.28401695450845,2.25388448158461,0.974414455,0.081363227
"292",2004,4,232.570336530849,2.13624231943927,2.14387285812036,6.403301714,2.724799786
"293",2004,5,218.511075385861,1.89203475916801,2.24336815527515,2.305615967,0.673534633
"294",2004,6,201.882789450722,1.704408840318,2.08004729797901,1.774947655,0.386235345
"295",2004,7,163.057350919166,1.49386102872499,1.89748343689943,1.40905675,0.365650167
"296",2004,8,163.639064010169,1.42222228839044,1.75458991324236,1.634167583,0.254223806
"297",2004,9,153.429205899372,1.37348305814864,1.58858770767401,1.556170333,0.323155306
"298",2004,10,105.847685120116,1.38501428032069,1.48230447996275,2.234599667,0.257279333
"299",2004,11,39.6901826261612,1.11368894719464,1.15677314796542,1.523764953,NA
"300",2004,12,9.30687535987039,0.895689171460473,1.08205696901054,0.812930238,NA
"301",2005,1,15.7071385173981,0.903343345131315,1.33265043867647,0.812930238,NA
"302",2005,2,71.2587580012397,1.76432096779405,2.43531232087209,0.812930238,NA
"303",2005,3,153.155991735485,2.12502844782444,2.23794176909518,1.130079684,0.131401737
"304",2005,4,263.24063971857,2.37524189232009,2.26006174696297,4.70434763,1.614570148
"305",2005,5,212.322833223855,1.93479572513014,2.26475431769396,2.207216192,0.600672308
"306",2005,6,193.340302852174,1.72630910122296,2.07316593590471,1.721234946,0.251396541
"307",2005,7,173.35173768551,1.59774905995816,1.97532807353033,1.179953727,0.240795227
"308",2005,8,168.347524019993,1.48842151404318,1.76731035931025,1.233873231,0.241276615
"309",2005,9,121.152493855103,1.35814476311222,1.51329295086845,1.675024333,0.228014417
"310",2005,10,88.1187305001603,1.23467322913259,1.31380303468336,1.724892444,0.549446444
"311",2005,11,38.1692380516532,1.09543027107952,1.23646277786708,1.341115597,NA
"312",2005,12,9.47742126147549,0.895056202596297,1.09691718683738,0.95733875,NA
"313",2006,1,16.560346651239,0.877398232385505,1.13927329411049,0.95733875,NA
"314",2006,2,63.703920478655,1.31392200094072,1.71153931788512,0.95733875,0.06714525
"315",2006,3,212.499598262213,2.2511100688602,2.3022939713885,2.829145657,1.368413914
"316",2006,4,210.255981382942,2.20594447619485,2.22388621422709,4.587777818,1.544554
"317",2006,5,168.554045127295,1.84058165830637,2.05966038433932,2.307964737,0.710152
"318",2006,6,208.313755545567,1.88741987170446,2.11464197716188,1.590243826,0.251051652
"319",2006,7,185.557637699961,1.69168316239672,1.87404468780498,1.470440857,0.306978929
"320",2006,8,165.556149729034,1.53518583781949,1.73322571996552,2.1586766,0.4148388
"321",2006,9,164.331376650488,1.49014585048352,1.55458523061589,2.581590647,0.608393176
"322",2006,10,110.191705738768,1.36530643446165,1.38996452802936,2.20014,0.365885
"323",2006,11,55.6893100623524,1.24910863120761,1.26227102437018,1.412959,NA
"324",2006,12,11.0117337872188,0.955280582351772,1.09400951417894,0.625778,NA
"325",2007,1,10.6010552423606,0.928765462996209,1.3723156635051,0.625778,NA
"326",2007,2,51.105884710629,1.45738001465932,2.15561591430807,0.625778,0.04195675
"327",2007,3,194.667196195983,2.21054620900763,2.42777952704152,0.81185231,0.065833
"328",2007,4,248.550487956126,2.42573467239734,2.36913138895288,1.804864059,0.494644941
"329",2007,5,217.989734610494,2.00476486174177,2.27549105247564,3.084993636,1.108765455
"330",2007,6,225.720870494975,1.94554316279269,2.24675564293142,3.733536,0.801814
"331",2007,7,176.459217109994,1.64254869049475,1.99075595947934,1.49567655,0.2548436
"332",2007,8,152.770667586794,1.47838246819914,1.79471994928769,1.196019652,0.212987087
"333",2007,9,153.543574977517,1.42706346595339,1.57390419885579,2.820184957,1.215824478
"334",2007,10,87.3986364959691,1.31222403781844,1.33758894872632,8.210225636,5.537999364
"335",2007,11,71.9060848867587,1.31534100279694,1.34756279005699,4.445902568,NA
"336",2007,12,14.4083806740812,1.08802202558306,1.231673631884,0.6815795,NA
"337",2008,1,11.4634234416429,1.05116057956038,1.53047258802658,0.6815795,NA
"338",2008,2,69.0246053840224,1.81863628995421,2.84620552893354,0.6815795,0.033083
"339",2008,3,140.629941488274,2.37953531894951,2.53093965589704,0.6835045,0.0580814
"340",2008,4,276.640258811015,2.66535535467756,2.32517076220573,10.41794652,5.104023857
"341",2008,5,261.622750239965,2.23323727522061,2.38074680830513,2.097216,0.85810935
"342",2008,6,240.635507364607,2.04585626255134,2.29683710985556,1.769529,0.482322647
"343",2008,7,207.540776562606,1.78629598166967,1.99460463583001,1.293188125,0.30822075
"344",2008,8,214.693077580821,1.71147399809733,1.85568849397824,1.334313889,0.408657222
"345",2008,9,178.171550955564,1.57208851599664,1.64861830913503,2.526674,0.5620162
"346",2008,10,99.1185752817482,1.33499523562829,1.38276825964221,0.5290872,0.1449632
"347",2008,11,40.1784140966732,1.14159234101425,1.15924386119875,0.601631225,NA
"348",2008,12,11.1637641300797,0.947300440391148,1.11433413814195,0.67417525,NA
"349",2009,1,19.3270460125212,0.948201628841661,1.26598988799153,0.67417525,NA
"350",2009,2,55.2712582765468,1.53193690889515,1.85231301368319,0.67417525,0.038851
"351",2009,3,196.154442795587,2.43711469227955,2.47634002670982,0.780451846,0.106959615
"352",2009,4,279.524125708729,2.52716124834215,2.44390230120434,2.532468063,0.756168438
"353",2009,5,222.088751651621,2.03056012437734,2.29536225742362,1.724835083,0.549339583
